"transactionid","date","transType","meterReading","prevReading","usage","contypeid","discountcode","bill","is_billpaid","month","year","receivedamt","payment","processedBy","or_number","acctID_id","penaltyCode_id"
"133355","2023-02-16","Billing","1497","1462","35","C001",None,"70","0","1","2023",None,"0","liza1973","","0000001737-01",None
"133356","2023-02-16","Billing","191","180","11","C001",None,"25","0","1","2023",None,"0","liza1973","","0000001738-01",None
"133357","2023-02-16","Billing","1485","1477","8","C001",None,"25","0","1","2023",None,"0","liza1973","","0000001739-01",None
"133358","2023-02-16","Billing","514","495","19","C002",None,"30","0","1","2023",None,"0","liza1973","","0000001827-01",None
"133359","2023-02-16","Billing","820","794","26","C001",None,"43","0","1","2023",None,"0","liza1973","","0000001883-01",None
"133360","2023-02-16","Billing","2005","1942","63","C001",None,"154","0","1","2023",None,"0","liza1973","","0000001800-01",None
"133361","2023-02-16","Billing","1091","1066","25","C001",None,"40","0","1","2023",None,"0","liza1973","","0000001839-01",None
"133362","2023-02-16","Billing","342","342","0","C001",None,"25","0","1","2023",None,"0","liza1973","","0000001343-01",None
"133363","2023-02-16","Billing","1949","1871","78","C001",None,"199","0","1","2023",None,"0","liza1973","","0000001865-01",None
"133364","2023-02-16","Billing","1038","1002","36","C001",None,"73","0","1","2023",None,"0","liza1973","","0000001344-01",None
"133365","2023-02-16","Billing","573","573","0","C001",None,"25","0","12","2022",None,"0","liza1973","","0000001357-01",None
"133366","2023-02-16","Billing","2324","2232","92","C001",None,"241","0","1","2023",None,"0","liza1973","","0000001795-01",None
"133367","2023-02-16","Billing","394","385","9","C001",None,"25","0","1","2023",None,"0","liza1973","","0000001176-01",None
"133368","2023-02-16","Billing","226","209","17","C001",None,"25","0","1","2023",None,"0","liza1973","","0000001889-01",None
"133369","2023-02-16","Billing","278","278","0","C001",None,"25","0","1","2023",None,"0","liza1973","","0000001890-01",None
"133370","2023-02-16","Billing","358","358","0","C001",None,"25","0","1","2023",None,"0","liza1973","","0000001891-01",None
"133371","2023-02-16","Billing","252","252","0","C001",None,"25","0","1","2023",None,"0","liza1973","","0000001892-01",None
"133372","2023-02-16","Billing","443","422","21","C001",None,"28","0","1","2023",None,"0","liza1973","","0000001937-01",None
"133373","2023-02-16","Billing","1081","1035","46","C001",None,"103","0","1","2023",None,"0","liza1973","","0000001938-01",None
"133374","2023-02-16","Billing","1539","1467","72","C001",None,"181","0","1","2023",None,"0","liza1973","","0000001802-01",None
"133375","2023-02-16","Billing","689","678","11","C001",None,"25","0","1","2023",None,"0","liza1973","","0000001954-01",None
"133376","2023-02-16","Billing","1170","1145","25","C001",None,"40","0","1","2023",None,"0","liza1973","","0000001593-01",None
"133377","2023-02-16","Billing","2114","2049","65","C001",None,"160","0","1","2023",None,"0","liza1973","","0000001965-01",None
"133378","2023-02-16","Billing","315","296","19","C001",None,"25","0","1","2023",None,"0","liza1973","","0000000352-01",None
"133379","2023-02-16","Billing","381","372","9","C001",None,"25","0","1","2023",None,"0","liza1973","","0000000607-01",None
"133380","2023-02-16","Billing","315","315","0","C001",None,"25","0","1","2023",None,"0","liza1973","","0000001306-01",None
"133381","2023-02-16","Billing","374","364","10","C001",None,"25","0","1","2023",None,"0","liza1973","","0000001312-01",None
"133382","2023-02-16","Billing","523","523","0","C001",None,"25","0","1","2023",None,"0","liza1973","","0000002032-01",None
"133383","2023-02-16","Billing","92","80","12","C001",None,"25","0","1","2023",None,"0","liza1973","","0000002075-01",None
"133384","2023-02-16","Billing","281","261","20","C001",None,"25","0","1","2023",None,"0","liza1973","","0000002065-01",None
"133385","2023-02-16","Billing","743","0","743","C001",None,"2194","0","1","2023",None,"0","liza1973","","0000002119-01",None
"133386","2023-02-16","Billing","724","0","724","C001",None,"2137","0","12","2022",None,"0","liza1973","","0000002119-01",None
"133387","2023-02-16","Payment",None,None,None,None,None,None,"0","12","2022",None,"73","zen1971","","0000000915-01",None
"133388","2023-02-16","Received Amount",None,None,None,None,None,None,"0","12","2022","73",None,"zen1971","9963861","0000000915-01",None
"133389","2023-02-16","Payment",None,None,None,None,None,None,"0","1","2023",None,"43","zen1971","","0000000915-01",None
"133390","2023-02-16","Received Amount",None,None,None,None,None,None,"0","1","2023","43",None,"zen1971","9963861","0000000915-01",None
"133391","2023-02-16","Billing","1546","1528","18","C001",None,"25","0","1","2023",None,"0","zen1971","","0000000946-01",None
"133392","2023-02-16","Billing","9914","9898","-9898","C001",None,"25","0","1","2023",None,"0","zen1971","","0000000778-01",None
"133393","2023-02-16","Billing","928","871","57","C001",None,"136","0","1","2023",None,"0","zen1971","","0000000947-01",None
"133394","2023-02-16","Billing","272","269","3","C001",None,"25","0","1","2023",None,"0","zen1971","","0000000941-01",None
"133395","2023-02-16","Billing","7138","7134","4","C001",None,"25","0","1","2023",None,"0","zen1971","","0000000791-01",None
"133396","2023-02-16","Billing","0","6938","-6938","C001",None,"25","0","1","2023",None,"0","zen1971","","0000000324-01",None
"133397","2023-02-16","Billing","3397","3395","2","C001",None,"25","0","1","2023",None,"0","zen1971","","0000000790-01",None
"133398","2023-02-16","Billing","6745","6731","14","C001",None,"25","0","12","2022",None,"0","zen1971","","0000000789-01",None
"133399","2023-02-16","Billing","6790","6745","45","C001",None,"100","0","1","2023",None,"0","zen1971","","0000000789-01",None
"133400","2023-02-16","Billing","0","687","-687","C001",None,"25","0","1","2023",None,"0","zen1971","","0000000322-01",None
"133401","2023-02-16","Billing","13982","13914","68","C001",None,"169","0","1","2023",None,"0","zen1971","","0000000786-01",None
"133402","2023-02-16","Billing","0","8584","-8584","C001",None,"25","0","1","2023",None,"0","zen1971","","0000000319-01",None
"133403","2023-02-16","Billing","2524","2514","10","C001",None,"25","0","1","2023",None,"0","zen1971","","0000000785-01",None
"133404","2023-02-16","Billing","7292","7287","5","C001",None,"25","0","1","2023",None,"0","zen1971","","0000000784-01",None
"133405","2023-02-16","Received Amount",None,None,None,None,None,None,"0","2","2023","7593",None,"liza1973","123","0000000013-01",None
"133406","2023-02-16","Payment",None,None,None,None,None,None,"0","1","2023",None,"7450",None,"","0000000013-01",None
"133407","2023-02-16","Received Amount",None,None,None,None,None,None,"0","2","2023","274",None,"liza1973","9963968","0000000013-01",None
"133408","2023-02-16","Received Amount",None,None,None,None,None,None,"0","2","2023","777",None,"liza1973","9963968-paid 274 oct-jan 2023","0000000013-01",None
"133409","2023-02-16","Payment",None,None,None,None,None,None,"0","12","2022",None,"694",None,"","0000000013-01",None
"133410","2023-02-16","Payment",None,None,None,None,None,None,"0","11","2022",None,"25",None,"","0000000013-01",None
"133411","2023-02-16","Payment",None,None,None,None,None,None,"0","10","2022",None,"58",None,"","0000000013-01",None
"133412","2023-02-16","Received Amount",None,None,None,None,None,None,"0","2","2023","115",None,"zen1971","9963862","0000001229-01",None
"133413","2023-02-16","Payment",None,None,None,None,None,None,"0","10","2022",None,"25","zen1971","","0000001229-01",None
"133414","2023-02-16","Received Amount",None,None,None,None,None,None,"0","10","2022","25",None,"zen1971","9963862","0000001229-01",None
"133415","2023-02-16","Payment",None,None,None,None,None,None,"0","11","2022",None,"25","zen1971","","0000001229-01",None
"133416","2023-02-16","Received Amount",None,None,None,None,None,None,"0","11","2022","25",None,"zen1971","9963862","0000001229-01",None
"133417","2023-02-16","Payment",None,None,None,None,None,None,"0","12","2022",None,"25","zen1971","","0000001229-01",None
"133418","2023-02-16","Received Amount",None,None,None,None,None,None,"0","12","2022","25",None,"zen1971","9963862","0000001229-01",None
"133419","2023-02-16","Payment",None,None,None,None,None,None,"0","1","2023",None,"4885","zen1971","","0000001229-01",None
"133420","2023-02-16","Received Amount",None,None,None,None,None,None,"0","1","2023","4885",None,"zen1971","9963862","0000001229-01",None
"133421","2023-02-16","Payment",None,None,None,None,None,None,"0","11","2022",None,"25","zen1971","","0000001506-01",None
"133422","2023-02-16","Received Amount",None,None,None,None,None,None,"0","11","2022","25",None,"zen1971","9963863","0000001506-01",None
"133423","2023-02-16","Payment",None,None,None,None,None,None,"0","12","2022",None,"82","zen1971","","0000001506-01",None
"133424","2023-02-16","Received Amount",None,None,None,None,None,None,"0","12","2022","82",None,"zen1971","9963863","0000001506-01",None
"133425","2023-02-16","Payment",None,None,None,None,None,None,"0","1","2023",None,"25","zen1971","","0000001506-01",None
"133426","2023-02-16","Received Amount",None,None,None,None,None,None,"0","1","2023","25",None,"zen1971","9963863","0000001506-01",None
"133427","2023-02-16","Billing","11109","11086","23","C001",None,"34","0","1","2023",None,"0","zen1971","","0000000783-01",None
"133428","2023-02-16","Billing","3069","3069","0","C001",None,"25","0","1","2023",None,"0","zen1971","","0000000782-01",None
"133429","2023-02-16","Billing","0","2054","-2054","C001",None,"25","0","1","2023",None,"0","zen1971","","0000000315-01",None
"133430","2023-02-16","Billing","713","675","38","C001",None,"79","0","1","2023",None,"0","zen1971","","0000000781-01",None
"133431","2023-02-16","Billing","0","0","0","C001",None,"25","0","1","2023",None,"0","zen1971","","0000000314-01",None
"133432","2023-02-16","Billing","1685","1661","24","C001",None,"37","0","1","2023",None,"0","zen1971","","0000000780-01",None
"133433","2023-02-16","Billing","73","72","1","C001",None,"25","0","1","2023",None,"0","zen1971","","0000000587-01",None
"133434","2023-02-16","Billing","1090","1052","38","C001",None,"79","0","1","2023",None,"0","zen1971","","0000000574-01",None
"133435","2023-02-17","Received Amount",None,None,None,None,None,None,"0","2","2023","11153",None,"liza1973","123","0000001445-01",None
"133436","2023-02-17","Payment",None,None,None,None,None,None,"0","1","2023",None,"10978",None,"","0000001445-01",None
"133437","2023-02-17","Payment",None,None,None,None,None,None,"0","12","2022",None,"25",None,"","0000001445-01",None
"133438","2023-02-17","Payment",None,None,None,None,None,None,"0","11","2022",None,"25",None,"","0000001445-01",None
"133439","2023-02-17","Payment",None,None,None,None,None,None,"0","6","2020",None,"103",None,"","0000001445-01",None
"133440","2023-02-17","Received Amount",None,None,None,None,None,None,"0","2","2023","22",None,"liza1973","0","0000001445-01",None
"133441","2023-02-17","Received Amount",None,None,None,None,None,None,"0","2","2023","75",None,"liza1973","9963980","0000001445-01",None
"133442","2023-02-17","Payment",None,None,None,None,None,None,"0","6","2019",None,"97",None,"","0000001445-01",None
"133443","2023-02-17","Payment",None,None,None,None,None,None,"0","12","2022",None,"25","liza1973","","0000001149-01",None
"133444","2023-02-17","Received Amount",None,None,None,None,None,None,"0","12","2022","25",None,"liza1973","9960828","0000001149-01",None
"133445","2023-02-17","Payment",None,None,None,None,None,None,"0","11","2022",None,"25","liza1973","","0000001149-01",None
"133446","2023-02-17","Received Amount",None,None,None,None,None,None,"0","11","2022","25",None,"liza1973","9959209","0000001149-01",None
"133447","2023-02-17","Payment",None,None,None,None,None,None,"0","9","2022",None,"25","liza1973","","0000001149-01",None
"133448","2023-02-17","Received Amount",None,None,None,None,None,None,"0","9","2022","25",None,"liza1973","8098337","0000001149-01",None
"133449","2023-02-17","Payment",None,None,None,None,None,None,"0","1","2023",None,"25","liza1973","","0000001149-01",None
"133450","2023-02-17","Received Amount",None,None,None,None,None,None,"0","1","2023","25",None,"liza1973","9963982","0000001149-01",None
"133451","2023-02-17","Billing","10803","10788","15","C001",None,"25","0","1","2023",None,"0","zen1971","","0000000777-01",None
"133452","2023-02-17","Billing","40421","40356","65","C001",None,"160","0","1","2023",None,"0","zen1971","","0000001825-01",None
"133453","2023-02-17","Billing","543","522","21","C001",None,"28","0","1","2023",None,"0","zen1971","","0000000776-01",None
"133454","2023-02-17","Billing","5412","5377","35","C001",None,"70","0","1","2023",None,"0","zen1971","","0000000774-01",None
"133455","2023-02-17","Billing","6722","6655","67","C001",None,"166","0","1","2023",None,"0","zen1971","","0000000773-01",None
"133456","2023-02-17","Billing","0","3389","-3389","C001",None,"25","0","1","2023",None,"0","zen1971","","0000000305-01",None
"133457","2023-02-17","Billing","6419","6415","4","C001",None,"25","0","1","2023",None,"0","zen1971","","0000000772-01",None
"133458","2023-02-17","Billing","6151","6130","21","C001",None,"28","0","1","2023",None,"0","zen1971","","0000000771-01",None
"133459","2023-02-17","Billing","798","771","27","C001",None,"46","0","1","2023",None,"0","zen1971","","0000000770-01",None
"133460","2023-02-17","Billing","0","4724","-4724","C001",None,"25","0","1","2023",None,"0","zen1971","","0000000302-01",None
"133461","2023-02-17","Billing","0","7470","0","C001",None,"25","0","1","2023",None,"0","zen1971","","0000000769-01",None
"133462","2023-02-17","Billing","12579","12539","40","C001",None,"85","0","1","2023",None,"0","zen1971","","0000000767-01",None
"133463","2023-02-17","Billing","2831","2769","62","C001",None,"151","0","1","2023",None,"0","zen1971","","0000000766-01",None
"133464","2023-02-17","Billing","11446","11361","85","C001",None,"220","0","1","2023",None,"0","zen1971","","0000000765-01",None
"133465","2023-02-17","Billing","0","5156","-5156","C001",None,"25","0","1","2023",None,"0","zen1971","","0000000297-01",None
"133466","2023-02-17","Billing","7718","7699","19","C001",None,"25","0","1","2023",None,"0","zen1971","","0000001300-01",None
"133467","2023-02-17","Billing","4706","4690","16","C001",None,"25","0","1","2023",None,"0","zen1971","","0000000764-01",None
"133468","2023-02-17","Billing","4125","4125","0","C001",None,"25","0","1","2023",None,"0","zen1971","","0000000754-01",None
"133469","2023-02-17","Billing","0","3227","-3227","C001",None,"25","0","1","2023",None,"0","zen1971","","0000000295-01",None
"133470","2023-02-17","Billing","10441","10425","16","C001",None,"25","0","1","2023",None,"0","zen1971","","0000000762-01",None
"133471","2023-02-17","Billing","0","0","0","C001",None,"25","0","1","2023",None,"0","zen1971","","0000000294-01",None
"133472","2023-02-17","Billing","4616","4609","7","C001",None,"25","0","1","2023",None,"0","zen1971","","0000000761-01",None
"133473","2023-02-17","Billing","11083","10995","88","C001",None,"229","0","1","2023",None,"0","zen1971","","0000000759-01",None
"133474","2023-02-17","Billing","17981","17955","26","C001",None,"43","0","1","2023",None,"0","zen1971","","0000000758-01",None
"133475","2023-02-17","Billing","2354","2349","5","C001",None,"25","0","1","2023",None,"0","zen1971","","0000000757-01",None
"133476","2023-02-17","Billing","6267","6266","1","C001",None,"25","0","1","2023",None,"0","zen1971","","0000000756-01",None
"133477","2023-02-17","Billing","11026","11001","25","C001",None,"40","0","1","2023",None,"0","zen1971","","0000000753-01",None
"133478","2023-02-17","Payment",None,None,None,None,None,None,"0","6","2020",None,"190","liza1973","","0000001717-01",None
"133479","2023-02-17","Received Amount",None,None,None,None,None,None,"0","6","2020","190",None,"liza1973","123","0000001717-01",None
"133480","2023-02-17","Payment",None,None,None,None,None,None,"0","6","2019",None,"256","liza1973","","0000001717-01",None
"133481","2023-02-17","Received Amount",None,None,None,None,None,None,"0","6","2019","256",None,"liza1973","123","0000001717-01",None
"133482","2023-02-17","Billing","7847","7840","7","C001",None,"25","0","1","2023",None,"0","zen1971","","0000000752-01",None
"133483","2023-02-17","Billing","5270","5261","9","C001",None,"25","0","1","2023",None,"0","zen1971","","0000000751-01",None
"133484","2023-02-17","Billing","3689","3682","7","C001",None,"25","0","1","2023",None,"0","zen1971","","0000000704-01",None
"133485","2023-02-17","Billing","2123","2092","31","C001",None,"58","0","1","2023",None,"0","zen1971","","0000000748-01",None
"133486","2023-02-17","Billing","1108","1090","18","C001",None,"25","0","1","2023",None,"0","zen1971","","0000000747-01",None
"133487","2023-02-17","Billing","5136","5114","22","C001",None,"31","0","1","2023",None,"0","zen1971","","0000000745-01",None
"133488","2023-02-17","Billing","1350","1344","6","C001",None,"25","0","1","2023",None,"0","zen1971","","0000001957-01",None
"133489","2023-02-17","Billing","216","213","3","C001",None,"25","0","1","2023",None,"0","zen1971","","0000000743-01",None
"133490","2023-02-17","Billing","0","0","0","C001",None,"25","0","1","2023",None,"0","zen1971","","0000000278-01",None
"133491","2023-02-17","Billing","11099","11072","27","C001",None,"46","0","1","2023",None,"0","zen1971","","0000000740-01",None
"133492","2023-02-17","Billing","4840","4822","18","C001",None,"25","0","1","2023",None,"0","zen1971","","0000000738-01",None
"133493","2023-02-17","Billing","7290","7250","40","C001",None,"85","0","1","2023",None,"0","zen1971","","0000000736-01",None
"133494","2023-02-17","Billing","535","517","18","C001",None,"25","0","1","2023",None,"0","zen1971","","0000000735-01",None
"133495","2023-02-17","Billing","11379","11363","16","C001",None,"25","0","1","2023",None,"0","zen1971","","0000000732-01",None
"133496","2023-02-17","Billing","1611","1574","37","C001",None,"76","0","1","2023",None,"0","zen1971","","0000000734-01",None
"133497","2023-02-17","Billing","164","154","10","C001",None,"25","0","1","2023",None,"0","zen1971","","0000001803-01",None
"133498","2023-02-17","Billing","4531","4523","8","C001",None,"25","0","1","2023",None,"0","zen1971","","0000001199-01",None
"133499","2023-02-17","Billing","391","391","0","C001",None,"25","0","1","2023",None,"0","zen1971","","0000001262-01",None
"133500","2023-02-17","Billing","2282","2253","29","C001",None,"52","0","1","2023",None,"0","zen1971","","0000001268-01",None
"133501","2023-02-17","Billing","889","885","4","C001",None,"25","0","1","2023",None,"0","zen1971","","0000001267-01",None
"133502","2023-02-17","Billing","667","667","0","C001",None,"25","0","1","2023",None,"0","zen1971","","0000001276-01",None
"133503","2023-02-17","Billing","1273","1253","20","C001",None,"25","0","1","2023",None,"0","zen1971","","0000001278-01",None
"133504","2023-02-17","Billing","1255","1240","15","C001",None,"25","0","1","2023",None,"0","zen1971","","0000001280-01",None
"133505","2023-02-17","Billing","0","0","0","C001",None,"25","0","1","2023",None,"0","zen1971","","0000001332-01",None
"133506","2023-02-17","Billing","193","189","4","C001",None,"25","0","1","2023",None,"0","zen1971","","0000001287-01",None
"133507","2023-02-17","Billing","0","0","0","C001",None,"25","0","1","2023",None,"0","zen1971","","0000001339-01",None
"133508","2023-02-17","Billing","951","939","12","C001",None,"25","0","1","2023",None,"0","zen1971","","0000001299-01",None
"133509","2023-02-17","Billing","0","0","0","C001",None,"25","0","1","2023",None,"0","zen1971","","0000001351-01",None
"133510","2023-02-17","Billing","7454","7310","144","C002",None,"526","0","1","2023",None,"0","zen1971","","0000001320-01",None
"133511","2023-02-17","Billing","1151","1148","3","C001",None,"25","0","1","2023",None,"0","zen1971","","0000001321-01",None
"133512","2023-02-17","Billing","1710","1689","21","C001",None,"28","0","1","2023",None,"0","zen1971","","0000001360-01",None
"133513","2023-02-17","Billing","2000","1192","808","C001",None,"2389","0","1","2023",None,"0","zen1971","","0000001371-01",None
"133514","2023-02-17","Billing","1779","1755","24","C001",None,"37","0","1","2023",None,"0","zen1971","","0000001389-01",None
"133515","2023-02-17","Billing","1541","1533","8","C001",None,"25","0","1","2023",None,"0","zen1971","","0000001610-01",None
"133516","2023-02-17","Billing","1145","1119","26","C001",None,"43","0","1","2023",None,"0","zen1971","","0000001734-01",None
"133517","2023-02-17","Billing","5075","4941","134","C001",None,"367","0","1","2023",None,"0","zen1971","","0000001744-01",None
"133518","2023-02-17","Billing","579","569","10","C001",None,"25","0","1","2023",None,"0","zen1971","","0000000486-01",None
"133519","2023-02-17","Billing","298","293","5","C001",None,"25","0","1","2023",None,"0","zen1971","","0000000544-01",None
"133520","2023-02-17","Billing","10","10","0","C001",None,"25","0","1","2023",None,"0","zen1971","","0000001858-01",None
"133521","2023-02-17","Billing","508","482","26","C001",None,"43","0","1","2023",None,"0","zen1971","","0000000794-01",None
"133522","2023-02-17","Billing","1575","1518","57","C001",None,"136","0","1","2023",None,"0","zen1971","","0000001922-01",None
"133523","2023-02-17","Billing","836","825","11","C001",None,"25","0","1","2023",None,"0","zen1971","","0000000101-01",None
"133524","2023-02-17","Billing","4322","4265","57","C001",None,"136","0","1","2023",None,"0","zen1971","","0000000768-01",None
"133525","2023-02-17","Billing","4466","4433","33","C001",None,"64","0","1","2023",None,"0","zen1971","","0000000787-01",None
"133526","2023-02-17","Billing","0","0","0","C001",None,"25","0","1","2023",None,"0","zen1971","","0000000320-01",None
"133527","2023-02-17","Billing","616","583","33","C001",None,"64","0","1","2023",None,"0","zen1971","","0000001971-01",None
"133528","2023-02-17","Billing","1575","1566","9","C001",None,"25","0","1","2023",None,"0","zen1971","","0000002006-01",None
"133529","2023-02-17","Payment",None,None,None,None,None,None,"0","9","2022",None,"25","liza1973","","0000000980-01",None
"133530","2023-02-17","Received Amount",None,None,None,None,None,None,"0","9","2022","25",None,"liza1973","0","0000000980-01",None
"133531","2023-02-17","Billing","889","801","88","C001",None,"229","0","1","2023",None,"0","zen1971","","0000002007-01",None
"133532","2023-02-17","Payment",None,None,None,None,None,None,"0","1","2023",None,"25","liza1973","","0000000980-01",None
"133533","2023-02-17","Received Amount",None,None,None,None,None,None,"0","1","2023","25",None,"liza1973","9961071","0000000980-01",None
"133534","2023-02-17","Billing","1525","1525","0","C001",None,"25","0","1","2023",None,"0","zen1971","","0000002041-01",None
"133535","2023-02-17","Billing","2","2","0","C001",None,"25","0","1","2023",None,"0","zen1971","","0000002050-01",None
"133536","2023-02-17","Billing","60","39","21","C001",None,"28","0","1","2023",None,"0","zen1971","","0000002051-01",None
"133537","2023-02-17","Billing","715","711","4","C001",None,"25","0","1","2023",None,"0","zen1971","","0000002052-01",None
"133538","2023-02-17","Billing","12","8","4","C002",None,"30","0","1","2023",None,"0","zen1971","","0000002103-01",None
"133539","2023-02-17","Payment",None,None,None,None,None,None,"0","6","2022",None,"25","zen1971","","0000000488-01",None
"133540","2023-02-17","Received Amount",None,None,None,None,None,None,"0","6","2022","25",None,"zen1971","9963878","0000000488-01",None
"133541","2023-02-17","Payment",None,None,None,None,None,None,"0","7","2022",None,"25","zen1971","","0000000488-01",None
"133542","2023-02-17","Received Amount",None,None,None,None,None,None,"0","7","2022","25",None,"zen1971","9963878","0000000488-01",None
"133543","2023-02-17","Payment",None,None,None,None,None,None,"0","8","2022",None,"25","zen1971","","0000000488-01",None
"133544","2023-02-17","Received Amount",None,None,None,None,None,None,"0","8","2022","25",None,"zen1971","9963878","0000000488-01",None
"133545","2023-02-17","Payment",None,None,None,None,None,None,"0","9","2022",None,"25","zen1971","","0000000488-01",None
"133546","2023-02-17","Received Amount",None,None,None,None,None,None,"0","9","2022","25",None,"zen1971","9936878","0000000488-01",None
"133547","2023-02-17","Payment",None,None,None,None,None,None,"0","10","2022",None,"25","zen1971","","0000000488-01",None
"133548","2023-02-17","Received Amount",None,None,None,None,None,None,"0","10","2022","25",None,"zen1971","9963878","0000000488-01",None
"133549","2023-02-17","Payment",None,None,None,None,None,None,"0","11","2022",None,"25","zen1971","","0000000488-01",None
"133550","2023-02-17","Received Amount",None,None,None,None,None,None,"0","11","2022","25",None,"zen1971","9963878","0000000488-01",None
"133551","2023-02-17","Payment",None,None,None,None,None,None,"0","1","2023",None,"25","zen1971","","0000000488-01",None
"133552","2023-02-17","Received Amount",None,None,None,None,None,None,"0","1","2023","25",None,"zen1971","9963878","0000000488-01",None
"133553","2023-02-17","Billing","9187","9175","12","C001",None,"25","0","1","2023",None,"0","liza1973","","0000000262-01",None
"133554","2023-02-17","Billing","5426","5041","385","C001",None,"1120","0","2","2022",None,"0","liza1973","","0000000265-01",None
"133555","2023-02-17","Billing","5790","5426","364","C001",None,"1057","0","3","2022",None,"0","liza1973","","0000000265-01",None
