"transactionid","date","transType","meterReading","prevReading","usage","contypeid","discountcode","bill","month","year","payment","processedBy","or_number","acctID_id","penaltyCode_id"
"25489","2023-02-14","Billing","7000","6095","905","C001",\N,"2680","1","2023","0","liza1973","","0000000301-01",\N
"25490","2023-02-14","Billing","6720","6391","329","C001",\N,"952","1","2023","0","liza1973","","0000001566-01",\N
"25491","2023-02-14","Billing","19270","0","19270","C001",\N,"57775","1","2023","0","ryanbohol","","0000000840-01",\N
"25492","2023-02-14","Billing","5928","5897","31","C001",\N,"58","1","2023","0","liza1973","","0000000299-01",\N
"25493","2023-02-14","Billing","4879","4852","-4852","C001",\N,"25","1","2023","0","liza1973","","0000000851-01",\N
"25494","2023-02-14","Billing","7096","7057","39","C001",\N,"82","1","2023","0","liza1973","","0000000293-01",\N
"25495","2023-02-14","Billing","3948","3777","171","C001",\N,"478","1","2023","0","liza1973","","0000001467-01",\N
"25496","2023-02-14","Billing","8610","8591","19","C001",\N,"25","1","2023","0","liza1973","","0000000290-01",\N
"25497","2023-02-14","Billing","5660","5648","12","C001",\N,"25","1","2023","0","liza1973","","0000000284-01",\N
"25498","2023-02-14","Billing","9530","9526","4","C001",\N,"25","1","2023","0","ryanbohol","","0000000841-01",\N
"25499","2023-02-14","Billing","3712","3662","50","C001",\N,"115","1","2023","0","liza1973","","0000001581-01",\N
"25500","2023-02-14","Billing","0","5640","-5640","C001",\N,"25","1","2023","0","liza1973","","0000001653-01",\N
"25501","2023-02-14","Billing","5946","5911","35","C001",\N,"70","1","2023","0","ryanbohol","","0000000844-01",\N
"25502","2023-02-14","Billing","9197","9129","68","C001",\N,"169","1","2023","0","liza1973","","0000000288-01",\N
"25503","2023-02-14","Billing","7208","0","7208","C001",\N,"21589","1","2023","0","ryanbohol","","0000000845-01",\N
"25504","2023-02-14","Billing","3401","0","3401","C001",\N,"10168","1","2023","0","liza1973","","0000000280-01",\N
"25505","2023-02-14","Billing","3363","0","3363","C001",\N,"10054","12","2022","0","liza1973","","0000000280-01",\N
"25506","2023-02-14","Billing","5768","0","5768","C001",\N,"17269","1","2023","0","ryanbohol","","0000000846-01",\N
"25507","2023-02-14","Billing","4329","4287","42","C001",\N,"91","1","2023","0","liza1973","","0000001009-01",\N
"25508","2023-02-14","Billing","12226","12153","73","C001",\N,"184","1","2023","0","liza1973","","0000000267-01",\N
"25509","2023-02-14","Billing","4967","0","4967","C001",\N,"14866","1","2023","0","ryanbohol","","0000000847-01",\N
"25510","2023-02-14","Billing","2995","2993","2","C001",\N,"25","1","2023","0","liza1973","","0000000282-01",\N
"25511","2023-02-14","Billing","12719","12541","178","C001",\N,"499","1","2023","0","liza1973","","0000001824-01",\N
"25512","2023-02-14","Billing","9127","9101","26","C001",\N,"43","1","2023","0","ryanbohol","","0000000848-01",\N
"25513","2023-02-14","Billing","4627","4584","43","C001",\N,"94","1","2023","0","liza1973","","0000000250-01",\N
"25514","2023-02-14","Billing","8613","8596","17","C001",\N,"25","1","2023","0","liza1973","","0000000245-01",\N
"25515","2023-02-14","Billing","5989","5969","20","C001",\N,"25","1","2023","0","liza1973","","0000000955-01",\N
"25516","2023-02-14","Billing","8473","8466","7","C001",\N,"25","1","2023","0","liza1973","","0000001115-01",\N
"25517","2023-02-14","Billing","1113","1080","33","C001",\N,"64","1","2023","0","liza1973","","0000000959-01",\N
"25518","2023-02-14","Billing","5132","5097","35","C001",\N,"70","1","2023","0","liza1973","","0000000238-01",\N
"25519","2023-02-14","Billing","4834","0","4834","C001",\N,"14467","1","2023","0","ryanbohol","","0000000850-01",\N
"25520","2023-02-14","Billing","8641","8633","8","C001",\N,"25","1","2023","0","liza1973","","0000000235-01",\N
"25521","2023-02-14","Billing","1759","1739","20","C001",\N,"25","1","2023","0","liza1973","","0000001489-01",\N
"25522","2023-02-14","Billing","8025","7957","68","C001",\N,"169","1","2023","0","liza1973","","0000000226-01",\N
"25523","2023-02-14","Billing","2225","2180","45","C001",\N,"100","1","2023","0","ryanbohol","","0000001117-01",\N
"25524","2023-02-14","Billing","6201","6177","24","C001",\N,"37","1","2023","0","liza1973","","0000000650-01",\N
"25525","2023-02-14","Billing","6202","0","6202","C001",\N,"18571","1","2023","0","liza1973","","0000001150-01",\N
"25526","2023-02-14","Billing","6149","0","6149","C001",\N,"18412","12","2022","0","liza1973","","0000001150-01",\N
"25527","2023-02-14","Billing","13278","13254","24","C001",\N,"37","1","2023","0","liza1973","","0000000652-01",\N
"25528","2023-02-14","Billing","1175","1133","42","C001",\N,"91","1","2023","0","ryanbohol","","0000000852-01",\N
"25529","2023-02-14","Billing","4419","4396","23","C001",\N,"34","1","2023","0","liza1973","","0000000658-01",\N
"25530","2023-02-14","Billing","2346","2343","3","C001",\N,"25","1","2023","0","liza1973","","0000000224-01",\N
"25531","2023-02-14","Billing","2699","2652","47","C001",\N,"106","1","2023","0","liza1973","","0000000220-01",\N
"25532","2023-02-14","Billing","86","76","10","C001",\N,"25","1","2023","0","liza1973","","0000000213-01",\N
"25533","2023-02-14","Billing","6212","6209","3","C001",\N,"25","1","2023","0","liza1973","","0000000211-01",\N
"25534","2023-02-14","Billing","10205","10171","34","C001",\N,"67","1","2023","0","ryanbohol","","0000000853-01",\N
"25535","2023-02-14","Billing","3505","3480","25","C001",\N,"40","1","2023","0","liza1973","","0000000209-01",\N
"25536","2023-02-14","Billing","5821","5796","25","C001",\N,"40","1","2023","0","liza1973","","0000000205-01",\N
"25537","2023-02-14","Billing","3597","3576","21","C001",\N,"28","1","2023","0","liza1973","","0000000201-01",\N
"25538","2023-02-14","Billing","4038","3975","63","C001",\N,"154","1","2023","0","ryanbohol","","0000001004-01",\N
"25539","2023-02-14","Billing","1233","0","1233","C001",\N,"3664","12","2022","0","liza1973","","0000001081-01",\N
"25540","2023-02-14","Billing","4860","4825","35","C001",\N,"70","1","2023","0","ryanbohol","","0000000854-01",\N
"25541","2023-02-14","Billing","3829","3809","20","C001",\N,"25","1","2023","0","liza1973","","0000000197-01",\N
"25542","2023-02-14","Billing","1081","0","1081","C001",\N,"3208","1","2023","0","ryanbohol","","0000001147-01",\N
"25543","2023-02-14","Billing","22131","22111","20","C001",\N,"25","1","2023","0","liza1973","","0000000195-01",\N
"25544","2023-02-14","Billing","11803","11757","46","C001",\N,"103","1","2023","0","liza1973","","0000000192-01",\N
"25545","2023-02-14","Billing","6469","6444","25","C001",\N,"40","1","2023","0","liza1973","","0000000190-01",\N
"25546","2023-02-14","Billing","666","648","18","C001",\N,"25","1","2023","0","liza1973","","0000000172-01",\N
"25547","2023-02-14","Billing","1817","1776","41","C001",\N,"88","1","2023","0","liza1973","","0000000605-01",\N
"25548","2023-02-14","Billing","468","0","468","C001",\N,"1369","1","2023","0","liza1973","","0000001775-01",\N
"25549","2023-02-14","Billing","463","0","463","C001",\N,"1354","12","2022","0","liza1973","","0000001775-01",\N
"25550","2023-02-14","Billing","2","0","2","C001",\N,"25","1","2023","0","liza1973","","0000001182-01",\N
"25551","2023-02-14","Billing","348","333","15","C001",\N,"25","1","2023","0","ryanbohol","","0000000856-01",\N
"25552","2023-02-14","Billing","435","413","22","C001",\N,"31","1","2023","0","liza1973","","0000001820-01",\N
"25553","2023-02-14","Billing","3738","3719","19","C001",\N,"25","1","2023","0","liza1973","","0000001197-01",\N
"25554","2023-02-14","Billing","2100","2086","14","C001",\N,"25","1","2023","0","liza1973","","0000001383-01",\N
"25555","2023-02-14","Billing","1277","1265","12","C001",\N,"25","1","2023","0","liza1973","","0000001430-01",\N
"25556","2023-02-14","Billing","1814","1786","28","C001",\N,"49","1","2023","0","liza1973","","0000001384-01",\N
"25557","2023-02-14","Billing","8124","0","8124","C001",\N,"24337","1","2023","0","ryanbohol","","0000000857-01",\N
"25558","2023-02-14","Billing","2396","2343","53","C001",\N,"124","1","2023","0","liza1973","","0000001385-01",\N
"25559","2023-02-14","Billing","1463","1442","1463","C001",\N,"4354","1","2023","0","liza1973","","0000001382-01",\N
"25560","2023-02-14","Billing","384","375","9","C001",\N,"25","1","2023","0","ryanbohol","","0000001911-01",\N
"25561","2023-02-14","Billing","187","176","11","C001",\N,"25","1","2023","0","liza1973","","0000001488-01",\N
"25562","2023-02-14","Billing","456","0","456","C001",\N,"1333","1","2023","0","liza1973","","0000001696-01",\N
"25563","2023-02-14","Billing","456","0","456","C001",\N,"1333","12","2022","0","liza1973","","0000001696-01",\N
"25564","2023-02-14","Billing","14","0","14","C001",\N,"25","1","2023","0","ryanbohol","","0000000449-01",\N
"25565","2023-02-14","Billing","903","876","27","C001",\N,"46","1","2023","0","liza1973","","0000001754-01",\N
"25566","2023-02-14","Billing","295","271","24","C001",\N,"37","1","2023","0","liza1973","","0000001747-01",\N
"25567","2023-02-14","Billing","8541","8522","19","C001",\N,"25","1","2023","0","ryanbohol","","0000000860-01",\N
"25568","2023-02-14","Billing","1129","1117","12","C001",\N,"25","1","2023","0","liza1973","","0000001748-01",\N
"25569","2023-02-14","Billing","192","0","192","C001",\N,"541","1","2023","0","liza1973","","0000001753-01",\N
"25570","2023-02-14","Billing","181","0","181","C001",\N,"508","12","2022","0","liza1973","","0000001753-01",\N
"25571","2023-02-14","Billing","2440","2356","84","C001",\N,"217","1","2023","0","ryanbohol","","0000000861-01",\N
"25572","2023-02-14","Billing","813","0","813","C001",\N,"2404","1","2023","0","liza1973","","0000001877-01",\N
"25573","2023-02-14","Billing","796","0","796","C001",\N,"2353","12","2022","0","liza1973","","0000001877-01",\N
"25574","2023-02-14","Billing","8506","0","8506","C001",\N,"25483","1","2023","0","ryanbohol","","0000000862-01",\N
"25575","2023-02-14","Billing","1090","1070","20","C001",\N,"25","1","2023","0","liza1973","","0000001822-01",\N
"25576","2023-02-14","Billing","226","0","226","C001",\N,"643","1","2023","0","ryanbohol","","0000001433-01",\N
"25577","2023-02-14","Billing","228","0","228","C001",\N,"649","1","2023","0","liza1973","","0000000633-01",\N
"25578","2023-02-14","Billing","220","0","220","C001",\N,"625","12","2022","0","liza1973","","0000000633-01",\N
"25579","2023-02-14","Billing","1399","0","1399","C001",\N,"4162","1","2023","0","ryanbohol","","0000001434-01",\N
"25580","2023-02-14","Billing","1217","0","1217","C001",\N,"3616","1","2023","0","liza1973","","0000001814-01",\N
"25581","2023-02-14","Billing","1879","0","1879","C001",\N,"5602","1","2023","0","ryanbohol","","0000001435-01",\N
"25582","2023-02-14","Billing","830","0","830","C001",\N,"2455","12","2022","0","liza1973","","0000001814-01",\N
"25583","2023-02-14","Billing","1217","1192","25","C001",\N,"40","1","2023","0","liza1973","","0000000169-01",\N
"25584","2023-02-14","Billing","966","931","35","C001",\N,"70","1","2023","0","liza1973","","0000000166-01",\N
"25585","2023-02-14","Billing","306","303","3","C001",\N,"25","1","2023","0","liza1973","","0000001936-01",\N
"25586","2023-02-14","Billing","1652","1612","40","C001",\N,"85","1","2023","0","liza1973","","0000001942-01",\N
"25587","2023-02-14","Billing","13251","13226","25","C001",\N,"40","1","2023","0","ryanbohol","","0000000864-01",\N
"25588","2023-02-14","Billing","478","468","10","C001",\N,"25","1","2023","0","liza1973","","0000001943-01",\N
"25589","2023-02-14","Billing","5842","5840","2","C001",\N,"25","1","2023","0","ryanbohol","","0000000865-01",\N
"25590","2023-02-14","Billing","81","0","81","C001",\N,"208","1","2023","0","liza1973","","0000001114-01",\N
"25591","2023-02-14","Billing","5770","0","5770","C001",\N,"17275","1","2023","0","ryanbohol","","0000000866-01",\N
"25592","2023-02-14","Billing","461","0","461","C001",\N,"1348","1","2023","0","liza1973","","0000001960-01",\N
"25593","2023-02-14","Billing","718","0","718","C001",\N,"2119","1","2023","0","ryanbohol","","0000000867-01",\N
"25594","2023-02-14","Billing","461","0","461","C001",\N,"1348","12","2022","0","liza1973","","0000001960-01",\N
"25595","2023-02-14","Billing","272","263","9","C001",\N,"25","1","2023","0","liza1973","","0000001826-01",\N
"25596","2023-02-14","Billing","983","960","23","C001",\N,"34","1","2023","0","liza1973","","0000001988-01",\N
"25597","2023-02-14","Billing","7908","0","7908","C001",\N,"23689","1","2023","0","ryanbohol","","0000000868-01",\N
"25598","2023-02-14","Billing","129","127","2","C001",\N,"25","1","2023","0","liza1973","","0000002001-01",\N
"25599","2023-02-14","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000002004-01",\N
"25600","2023-02-14","Billing","7399","0","7399","C001",\N,"22162","1","2023","0","ryanbohol","","0000000869-01",\N
"25601","2023-02-14","Billing","361","337","24","C001",\N,"37","1","2023","0","liza1973","","0000002005-01",\N
"25602","2023-02-14","Billing","208","0","208","C002",\N,"782","1","2023","0","liza1973","","0000002054-01",\N
"25603","2023-02-14","Billing","0","0","191","C001",\N,"538","12","2022","0","liza1973","","0000002050-01",\N
"25604","2023-02-14","Billing","13472","0","13472","C001",\N,"40381","1","2023","0","ryanbohol","","0000000871-01",\N
"25605","2023-02-14","Billing","191","0","191","C002",\N,"714","12","2022","0","liza1973","","0000002054-01",\N
"25606","2023-02-14","Billing","6354","6327","27","C001",\N,"46","1","2023","0","ryanbohol","","0000000872-01",\N
"25607","2023-02-14","Billing","129","0","129","C001",\N,"352","1","2023","0","liza1973","","0000002057-01",\N
"25608","2023-02-14","Billing","4746","0","4746","C001",\N,"14203","1","2023","0","ryanbohol","","0000000873-01",\N
"25609","2023-02-14","Billing","98","0","98","C001",\N,"259","12","2022","0","liza1973","","0000002057-01",\N
"25610","2023-02-14","Billing","18448","18436","12","C001",\N,"25","1","2023","0","ryanbohol","","0000000874-01",\N
"25611","2023-02-14","Billing","76","0","76","C001",\N,"193","1","2023","0","liza1973","","0000002098-01",\N
"25612","2023-02-14","Billing","1534","1407","127","C001",\N,"346","1","2023","0","ryanbohol","","0000001436-01",\N
"25613","2023-02-14","Billing","679","646","33","C001",\N,"64","1","2023","0","ryanbohol","","0000001295-01",\N
"25614","2023-02-14","Billing","4093","4064","29","C001",\N,"52","1","2023","0","ryanbohol","","0000001256-01",\N
"25615","2023-02-14","Billing","5910","0","5910","C001",\N,"17695","1","2023","0","ryanbohol","","0000000875-01",\N
"25616","2023-02-14","Billing","2119","1998","121","C001",\N,"328","1","2023","0","ryanbohol","","0000001052-01",\N
"25617","2023-02-14","Billing","8659","8649","10","C001",\N,"25","1","2023","0","ryanbohol","","0000000795-01",\N
"25618","2023-02-14","Billing","3867","3856","3867","C001",\N,"11566","1","2023","0","ryanbohol","","0000000695-01",\N
"25619","2023-02-14","Billing","24862","24787","75","C001",\N,"190","1","2023","0","ryanbohol","","0000000881-01",\N
"25620","2023-02-14","Billing","1581","1563","18","C001",\N,"25","1","2023","0","ryanbohol","","0000000882-01",\N
"25621","2023-02-14","Billing","4850","4828","22","C001",\N,"31","1","2023","0","ryanbohol","","0000000885-01",\N
"25622","2023-02-14","Billing","672","0","672","C001",\N,"1981","1","2023","0","ryanbohol","","0000000886-01",\N
"25623","2023-02-14","Billing","4549","0","4549","C001",\N,"13612","1","2023","0","liza1973","","0000001121-01",\N
"25624","2023-02-14","Billing","951","939","12","C001",\N,"25","1","2023","0","ryanbohol","","0000000887-01",\N
"25625","2023-02-14","Billing","4499","0","4499","C001",\N,"13462","12","2022","0","liza1973","","0000001121-01",\N
"25626","2023-02-14","Billing","5397","0","5397","C001",\N,"16156","1","2023","0","liza1973","","0000000971-01",\N
"25627","2023-02-14","Billing","5397","0","5397","C001",\N,"16156","12","2022","0","liza1973","","0000000971-01",\N
"25628","2023-02-14","Billing","6242","0","6242","C001",\N,"18691","1","2023","0","liza1973","","0000001010-01",\N
"25629","2023-02-14","Billing","18563","18487","76","C001",\N,"193","1","2023","0","ryanbohol","","0000000889-01",\N
"25630","2023-02-14","Billing","6242","0","6242","C001",\N,"18691","12","2022","0","liza1973","","0000001010-01",\N
"25631","2023-02-14","Billing","2839","2818","21","C001",\N,"28","1","2023","0","liza1973","","0000000399-01",\N
"25632","2023-02-14","Billing","3144","3100","44","C001",\N,"97","1","2023","0","liza1973","","0000000310-01",\N
"25633","2023-02-14","Billing","9308","9293","15","C001",\N,"25","1","2023","0","ryanbohol","","0000000890-01",\N
"25634","2023-02-14","Billing","522","510","12","C001",\N,"25","1","2023","0","liza1973","","0000000402-01",\N
"25635","2023-02-14","Billing","7863","7825","38","C001",\N,"79","1","2023","0","liza1973","","0000000403-01",\N
"25636","2023-02-14","Billing","628","621","7","C001",\N,"25","1","2023","0","ryanbohol","","0000001537-01",\N
"25637","2023-02-14","Billing","796","770","26","C001",\N,"43","1","2023","0","liza1973","","0000001856-01",\N
"25638","2023-02-14","Billing","4124","4000","124","C002",\N,"446","1","2023","0","liza1973","","0000001829-01",\N
"25639","2023-02-14","Billing","1371","1316","55","C001",\N,"130","1","2023","0","liza1973","","0000001234-01",\N
"25640","2023-02-14","Billing","513","507","6","C001",\N,"25","1","2023","0","ryanbohol","","0000001670-01",\N
"25641","2023-02-14","Billing","6731","6636","95","C001",\N,"250","1","2023","0","liza1973","","0000000404-01",\N
"25642","2023-02-14","Billing","7194","0","7194","C001",\N,"21547","1","2023","0","liza1973","","0000000405-01",\N
"25643","2023-02-14","Billing","3287","3261","26","C001",\N,"43","1","2023","0","ryanbohol","","0000000822-01",\N
"25644","2023-02-14","Billing","7188","0","7188","C001",\N,"21529","12","2022","0","liza1973","","0000000405-01",\N
"25645","2023-02-14","Billing","2769","2748","21","C001",\N,"28","1","2023","0","liza1973","","0000001142-01",\N
"25646","2023-02-14","Billing","5581","5565","16","C001",\N,"25","1","2023","0","ryanbohol","","0000001019-01",\N
"25647","2023-02-14","Billing","220","0","220","C001",\N,"625","1","2023","0","liza1973","","0000000406-01",\N
"25648","2023-02-14","Billing","563","0","563","C001",\N,"1654","1","2023","0","ryanbohol","","0000001878-01",\N
"25649","2023-02-14","Billing","220","0","220","C001",\N,"625","12","2022","0","liza1973","","0000000406-01",\N
"25650","2023-02-14","Billing","2326","2251","75","C001",\N,"190","1","2023","0","ryanbohol","","0000001879-01",\N
"25651","2023-02-14","Billing","985","0","985","C001",\N,"2920","1","2023","0","liza1973","","0000001216-01",\N
"25652","2023-02-14","Billing","911","0","911","C001",\N,"2698","12","2022","0","liza1973","","0000001216-01",\N
"25653","2023-02-14","Billing","7624","7548","76","C001",\N,"193","1","2023","0","liza1973","","0000000413-01",\N
"25654","2023-02-14","Billing","9110","9102","8","C001",\N,"25","1","2023","0","liza1973","","0000000407-01",\N
"25655","2023-02-14","Billing","398","0","398","C001",\N,"1159","1","2023","0","ryanbohol","","0000001805-01",\N
"25656","2023-02-14","Billing","1470","1452","18","C001",\N,"25","1","2023","0","liza1973","","0000000415-01",\N
"25657","2023-02-14","Billing","4100","0","4100","C001",\N,"12265","1","2023","0","liza1973","","0000000419-01",\N
"25658","2023-02-14","Billing","38","0","38","C001",\N,"79","1","2023","0","ryanbohol","","0000001885-01",\N
"25659","2023-02-14","Billing","4086","0","4086","C001",\N,"12223","12","2022","0","liza1973","","0000000419-01",\N
"25660","2023-02-14","Billing","1662","1644","18","C001",\N,"25","1","2023","0","liza1973","","0000000421-01",\N
"25661","2023-02-14","Billing","746","733","13","C001",\N,"25","1","2023","0","ryanbohol","","0000001899-01",\N
"25662","2023-02-14","Billing","562","545","17","C001",\N,"25","1","2023","0","liza1973","","0000000423-01",\N
"25663","2023-02-14","Billing","1216","1178","38","C001",\N,"79","1","2023","0","liza1973","","0000000425-01",\N
"25664","2023-02-14","Billing","2288","2225","63","C001",\N,"154","1","2023","0","ryanbohol","","0000001901-01",\N
"25665","2023-02-14","Billing","1935","1869","66","C001",\N,"163","1","2023","0","liza1973","","0000001033-01",\N
"25666","2023-02-14","Billing","7541","7458","83","C001",\N,"214","1","2023","0","liza1973","","0000000427-01",\N
"25667","2023-02-14","Billing","1011","983","28","C001",\N,"49","1","2023","0","ryanbohol","","0000001958-01",\N
"25668","2023-02-14","Billing","1141","1094","47","C001",\N,"106","1","2023","0","liza1973","","0000000435-01",\N
"25669","2023-02-14","Billing","607","559","48","C001",\N,"109","1","2023","0","liza1973","","0000000438-01",\N
"25670","2023-02-14","Billing","8359","8315","44","C001",\N,"97","1","2023","0","liza1973","","0000000440-01",\N
"25671","2023-02-14","Billing","1549","0","1549","C001",\N,"4612","1","2023","0","liza1973","","0000000441-01",\N
"25672","2023-02-14","Billing","1543","0","1543","C001",\N,"4594","12","2022","0","liza1973","","0000000441-01",\N
"25673","2023-02-14","Billing","2977","2885","92","C001",\N,"241","1","2023","0","liza1973","","0000000444-01",\N
"25674","2023-02-14","Billing","533","521","12","C001",\N,"25","1","2023","0","ryanbohol","","0000001857-01",\N
"25675","2023-02-14","Billing","6544","0","6544","C001",\N,"19597","1","2023","0","liza1973","","0000000451-01",\N
"25676","2023-02-14","Billing","6544","0","6544","C001",\N,"19597","12","2022","0","liza1973","","0000000451-01",\N
"25677","2023-02-14","Billing","45","0","45","C001",\N,"100","1","2023","0","ryanbohol","","0000001166-01",\N
"25678","2023-02-14","Billing","4329","4258","71","C001",\N,"178","1","2023","0","liza1973","","0000000453-01",\N
"25679","2023-02-14","Billing","1439","0","1439","C001",\N,"4282","1","2023","0","ryanbohol","","0000000643-01",\N
"25680","2023-02-14","Billing","153","0","153","C001",\N,"424","1","2023","0","ryanbohol","","0000001545-01",\N
"25681","2023-02-14","Billing","6291","0","6291","C001",\N,"18838","12","2022","0","liza1973","","0000000454-01",\N
"25682","2023-02-14","Billing","94","0","94","C001",\N,"247","1","2023","0","ryanbohol","","0000002002-01",\N
"25683","2023-02-14","Billing","685","0","685","C001",\N,"2020","1","2023","0","liza1973","","0000000456-01",\N
"25684","2023-02-14","Billing","206","0","206","C001",\N,"583","1","2023","0","ryanbohol","","0000002008-01",\N
"25685","2023-02-14","Billing","685","0","685","C001",\N,"2020","12","2022","0","liza1973","","0000000456-01",\N
"25686","2023-02-14","Billing","6746","6735","11","C001",\N,"25","1","2023","0","liza1973","","0000000458-01",\N
"25687","2023-02-14","Billing","870","822","48","C001",\N,"109","1","2023","0","liza1973","","0000001217-01",\N
"25688","2023-02-14","Billing","1984","1677","1984","C001",\N,"5917","12","2022","0","liza1973","","0000000459-01",\N
"25689","2023-02-14","Billing","56","37","19","C001",\N,"25","1","2023","0","ryanbohol","","0000002015-01",\N
"25690","2023-02-14","Billing","0","0","0","C001",\N,"25","12","2022","0","liza1973","","0000000657-01",\N
"25691","2023-02-14","Billing","1792","1786","6","C001",\N,"25","1","2023","0","liza1973","","0000000461-01",\N
"25692","2023-02-14","Billing","14379","0","14379","C001",\N,"43102","1","2023","0","ryanbohol","","0000000858-01",\N
"25693","2023-02-14","Billing","8166","8150","16","C001",\N,"25","1","2023","0","liza1973","","0000000462-01",\N
"25694","2023-02-14","Billing","38","0","38","C001",\N,"79","1","2023","0","ryanbohol","","0000002084-01",\N
"25695","2023-02-14","Billing","25215","25165","50","C001",\N,"115","1","2023","0","liza1973","","0000000464-01",\N
"25696","2023-02-14","Billing","5941","5940","1","C001",\N,"25","1","2023","0","liza1973","","0000000471-01",\N
"25697","2023-02-14","Billing","10759","10730","29","C001",\N,"52","1","2023","0","liza1973","","0000000313-01",\N
"25698","2023-02-14","Billing","6609","6592","17","C001",\N,"25","1","2023","0","liza1973","","0000000476-01",\N
"25699","2023-02-14","Billing","6311","6256","353","C001",\N,"1024","1","2023","0","liza1973","","0000000665-01",\N
"25700","2023-02-14","Billing","7989","7934","55","C001",\N,"130","1","2023","0","liza1973","","0000000481-01",\N
"25701","2023-02-14","Billing","1414","1387","27","C001",\N,"46","1","2023","0","liza1973","","0000000484-01",\N
"25702","2023-02-14","Billing","3065","2982","-2982","C001",\N,"25","1","2023","0","liza1973","","0000000668-01",\N
"25703","2023-02-14","Billing","2626","0","2626","C001",\N,"7843","12","2022","0","liza1973","","0000001137-01",\N
"25704","2023-02-14","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000000489-01",\N
"25705","2023-02-14","Billing","887","855","32","C001",\N,"61","1","2023","0","liza1973","","0000000491-01",\N
"25706","2023-02-14","Billing","369","354","15","C001",\N,"25","1","2023","0","liza1973","","0000000494-01",\N
"25707","2023-02-14","Billing","7351","7329","22","C001",\N,"31","1","2023","0","liza1973","","0000000497-01",\N
"25708","2023-02-14","Billing","7173","7152","21","C001",\N,"28","1","2023","0","liza1973","","0000000498-01",\N
"25709","2023-02-14","Billing","3425","0","3425","C001",\N,"10240","1","2023","0","liza1973","","0000001146-01",\N
"25710","2023-02-14","Billing","3339","0","3339","C001",\N,"9982","12","2022","0","liza1973","","0000001146-01",\N
"25711","2023-02-14","Billing","217","0","217","C001",\N,"616","1","2023","0","liza1973","","0000001040-01",\N
"25712","2023-02-14","Billing","200","0","200","C001",\N,"565","12","2022","0","liza1973","","0000001040-01",\N
"25713","2023-02-14","Billing","4950","0","4950","C001",\N,"14815","12","2022","0","liza1973","","0000000500-01",\N
"25714","2023-02-14","Billing","10093","10087","6","C001",\N,"25","1","2023","0","liza1973","","0000000502-01",\N
"25715","2023-02-14","Billing","1847","1802","45","C001",\N,"100","1","2023","0","liza1973","","0000000505-01",\N
"25716","2023-02-14","Billing","4185","4166","19","C001",\N,"25","1","2023","0","liza1973","","0000000510-01",\N
"25717","2023-02-14","Billing","852","831","21","C001",\N,"28","1","2023","0","liza1973","","0000001003-01",\N
"25718","2023-02-14","Billing","7882","7834","48","C001",\N,"109","1","2023","0","liza1973","","0000000513-01",\N
"25719","2023-02-14","Billing","490","485","5","C001",\N,"25","1","2023","0","liza1973","","0000000518-01",\N
"25720","2023-02-14","Billing","6116","6081","35","C001",\N,"70","1","2023","0","liza1973","","0000000520-01",\N
"25721","2023-02-14","Billing","13252","13238","14","C001",\N,"25","1","2023","0","liza1973","","0000000523-01",\N
"25722","2023-02-14","Billing","6743","0","6743","C001",\N,"20194","1","2023","0","liza1973","","0000000525-01",\N
"25723","2023-02-14","Billing","6733","0","6733","C001",\N,"20164","12","2022","0","liza1973","","0000000525-01",\N
"25724","2023-02-14","Billing","5923","5914","9","C001",\N,"25","1","2023","0","liza1973","","0000000526-01",\N
"25725","2023-02-14","Billing","2805","0","2805","C001",\N,"8380","1","2023","0","liza1973","","0000000528-01",\N
"25726","2023-02-14","Billing","2801","0","2801","C001",\N,"8368","12","2022","0","liza1973","","0000000528-01",\N
"25727","2023-02-14","Billing","3288","3261","27","C001",\N,"46","1","2023","0","liza1973","","0000001041-01",\N
"25728","2023-02-14","Billing","1834","0","1834","C001",\N,"5467","1","2023","0","liza1973","","0000000530-01",\N
"25729","2023-02-14","Billing","1829","0","1829","C001",\N,"5452","12","2022","0","liza1973","","0000000530-01",\N
"25730","2023-02-14","Billing","7156","7056","100","C001",\N,"265","1","2023","0","liza1973","","0000000534-01",\N
"25731","2023-02-14","Billing","269","0","269","C001",\N,"772","1","2023","0","liza1973","","0000000536-01",\N
"25732","2023-02-14","Billing","263","0","263","C001",\N,"754","12","2022","0","liza1973","","0000000536-01",\N
"25733","2023-02-14","Billing","5552","5503","49","C001",\N,"112","1","2023","0","liza1973","","0000000595-01",\N
"25734","2023-02-14","Billing","31779","31737","42","C001",\N,"91","1","2023","0","liza1973","","0000000596-01",\N
"25735","2023-02-14","Billing","1336","0","1336","C001",\N,"3973","1","2023","0","liza1973","","0000000597-01",\N
"25736","2023-02-14","Billing","1303","0","1303","C001",\N,"3874","12","2022","0","liza1973","","0000000597-01",\N
"25737","2023-02-14","Billing","1059","1018","41","C001",\N,"88","1","2023","0","liza1973","","0000000598-01",\N
"25738","2023-02-14","Billing","13832","13773","59","C001",\N,"142","1","2023","0","liza1973","","0000000599-01",\N
"25739","2023-02-14","Billing","1063","1003","60","C001",\N,"145","1","2023","0","liza1973","","0000000602-01",\N
"25740","2023-02-14","Billing","9355","9336","19","C001",\N,"25","1","2023","0","liza1973","","0000000603-01",\N
